name,abbr,mapped_abbr
escola superior de agricultura luiz de queiroz esalq pirac,usp,usp esalq
escola superior de agricultura luiz de queiroz esalq usp,esalq,usp esalq
escola superior de agricultura luiz de queiroz esalq usp,esalq usp,usp esalq
escola superior de agricultura luiz de queiroz esalqusp,esalq,usp esalq
escola superior de agricultura luiz de queiroz esalqusp,esalq usp,usp esalq
escola superior de agricultura luis de queiroz usp,esalq,usp esalq
escola politecnica usp,poliusp,usp
escola superior de agricultura luis de queiroz usp,usp esalq,usp esalq
escola superior de agricultura luis de queirozusp,esalq,usp esalq
escola superior de agricultura luis queiroz,esalq,usp esalq
escola superior de agricultura luis queiroz,esalq usp,usp esalq
escola superior de agricultura luiz de queiroos,esalq usp,usp esalq
escola superior de agricultura luiz de queiros,esalq,usp esalq
escola superior de agricultura luiz de queiros,esalq usp,usp esalq
escola superior de agricultura luiz de queiros esalqusp,esalqusp,usp esalq
escola superior de agricultura luiz de queiros usp,esalq,usp esalq
escola superior de agricultura luiz de queiros usp,esalq usp,usp esalq
escola superior de agricultura luiz de queiroz,easalqusp,usp esalq
escola politecnica da universidade de sao paulo,poli,usp
escola paulista de medicinausp,usp,usp
escola paulista demedicina,unifesp,unifesp
escola plitecnica da usp,epusp,usp
escola politecica da universidade de sao paulo,epusp,usp
escola politecnica,ep,usp
escola politecnica,epusp,usp
escola politecnica,poli,usp
escola politecnica,poliusp,usp
escola politecnica,usp,usp
escola politecnica da universidade de sao paulo,ep usp,usp
escola politecnica da universidade de sao paulo,epusp,usp
escola politecnica da universidade de sao paulo,epusp sp,usp
escola politecnica universidade de sao paulo,epusp,usp
escola politecnica da universidade de sao paulo,poli usp,usp
escola politecnica da universidade de sao paulo,poliusp,usp
escola politecnica da universidade de sao paulo,usp,usp
escola paulista de medicina ufesp,epm ufesp,unifesp
escola paulista de medicina ufesp,epm unifesp,unifesp
escola paulista de medicina ufsp,ufspepm,unifesp
escola paulista de medicina un federal de sao paulo,epm,unifesp
escola paulista de medicina unifesp,epm,unifesp
escola paulista de medicina unifesp,epm ufesp,unifesp
escola paulista de medicina unifesp,epm unifesp,unifesp
escola paulista de medicina unifesp,epmunifes,unifesp
escola politecnica da universidade sao paulo,epusp,usp
escola politecnica usp,usp,usp
escola politecnica usp,usp sao paulo,usp
escola politecnica usp dep de eng quimica,usp,usp
escola politecnicauniversidade de sao paulo,epusp,usp
escola politecnicauniversidade de sao paulo,usp,usp
escola sup agr luiz de queiroz,esalq,usp esalq
escola sup agric luiz de queiroz,usp esalq,usp esalq
escola sup de agric luis de queiroz,usp esalq,usp esalq
escola sup de agric luiz de queiroz,esalq,usp esalq
escola politecnica da universidade de sao paulo,usp ep,usp
escola politecnica da universidade de sao paulo,usp epusp,usp
escola politecnica da universidade de sao paulousp,poli usp,usp
escola superior de agricultura luiz de queiroz,esaqusp,usp esalq
escola politecnica da usp,epusp,usp
escola politecnica da usp,pccusp,usp
escola politecnica da usp,poli usp,usp
escola politecnica da usp,poliusp,usp
escola politecnica da usp,usp,usp
escola politecnica da usp,usp poli,usp
escola politecnica da usp epusp,epusp,usp
escola politecnica dauniversidade de sao paulo,usppoli,usp
escola politecnica dausp,epusp,usp
escola politecnica de sao paulo,epsp,usp
escola politecnica universidade de sao paulo,ep usp,usp
escola veterinaria da univ federal de minas gerais,ufmg,ufmg
fac de ciencias farmaceuticas da univ de spaulo,fcf usp,usp
fac de direito da universidade de sao paulo,fd,usp
fac de economia adm e contab da universidade de sao paulo,fea usp,usp
fac de fil ciencias e letras barao de maua,ffclbm,ffclbm
fac de filosofia ciencias e letras de pres prudente,ffclpp,unesp pp
fac de filosofia ciencias e letras de ribeirao preto usp,ffclrp usp,usp
escola superior luiz de queiroz,usp,usp esalq
escola superior luiz de queiroz esalq,esalq,usp esalq
escola superior luiz de queiroz universidade de sao paulo,esalq usp,usp esalq
escola superior luiz de queiroz usp,esalq usp,usp esalq
escola superior rural luiz de queiroz,esalq usp,usp esalq
escola tecnica federal de engenharia de itajuba,efei,unifei
fac de ciencias e letras da unesp campus assis,fcl unesp,unesp ass
escolo superior de agricultura luiz de queiroz,usp esalq,usp esalq
escsupagricultura luiz de queiroz,esalqusp,usp esalq
esola superior de agricultura luiz de queiroz,usp,usp esalq
especola superior agricultura luiz de queiroz,esalq usp,usp esalq
estadual de maringa,uem,uem
estadual paulista julio de mesquita filho,unesp,unesp
fac arquitetura e urbanismo da universidade de sao paulo,fauusp,usp
fac ciencias agrarias e veterinarias de jaboticabal unesp,unesp,unesp jab
fac ciencias agrarias e vetunespjaboticabal,fcavetunesp,unesp jab
escola superior de agronomia luiz de queiroz usp,esalq,usp esalq
escola superior de agronomia luiz de queiroz usp,esalqusp,usp esalq
fac economia e administracao usp,fea usp,usp
fac de med de ribeirao preto,fmrp usp,usp rp
fac de medicina de ribeirao preto,fmrpusp,usp rp
fac de medicina de ribeirao preto,usp,usp rp
fac de medicina de ribeirao preto usp,fmrp usp,usp rp
fac de medicina de ribeirao preto usp,fmrpusp,usp rp
fac de medicina de ribeirao preto usp,usp,usp rp
fac de odontologia da usp ribeirao preto,usprp,usp rp
fac de odontologia de piracaba unicamp,fop unicamp,unicamp
fac de saude publica da usp,usp,usp
fac economia administr e cont da usp,fea usp,usp
fac economia administracao e cont da usp,fea usp,usp
fac economia admnistracao e cont da usp,fea usp,usp
escola superior de agronomia luiz de queirozusp,esalq,usp esalq
fac enfermagem univ federal santa catarina,ufsc,ufsc
fac fil letras e cien humana da usp,fflch usp,usp
fac ciencias agrarias veterinarias unesp jaboticabal,fcavunesp,unesp jab
fac de arquitetura e urbanismo da universidade de sao paulo,fau usp,usp
fac de arquitetura e urbanismo universidade de sao paulo,fau usp,usp
fac de arquitetura e urbanismouniversidade de sao paulo,fauusp,usp
fac de cien agrar e veter campus de jaboticabal unesp,fcavj unesp,unesp jab
fac de cien agraria e veter campus jaboticabal,fcavj unesp,unesp jab
fac de ciencias agrarias e veterinarias de jaboticabal,fcavunesp,unesp jab
fac de ciencias agrarias e veterinarias de jaboticabal,unesp,unesp jab
fac de ciencias agronomicas unesp,unesp botucatu,unesp bot
escola superior de agricultura luiz de queiroz usp,esalqusp,usp esalq
escola superior de agronomia luiz de queiroz,esalq usp,usp esalq
escola superior de agronomia luiz de queiroz,esalqusp,usp esalq
escola superior de agronomia luiz de queiroz,usp,usp esalq
escola superior de agronomia luiz de queiroz,usp esalq,usp esalq
escola superior de agricultura luiz de queiroz esalqusp,esalqusp,usp esalq
escola superior de agricultura luiz de queiroz piracicab,esalq usp,usp esalq
escola superior de agricultura luiz de queiroz universidad,esalq usp,usp esalq
escola superior de agricultura luiz de queiroz universidade,usp,usp esalq
escola superior de agricultura luiz de queiroz univspaulo,esalq usp,usp esalq
escola superior de agricultura luiz de queiroz usp,esalq,usp esalq
escola superior de agricultura luiz de queiroz usp,esalq uesp,usp esalq
escola superior de agricultura luiz de queiroz usp,esalq usp,usp esalq
escola superior de agronomia luiz de queiroz,esalq,usp esalq
escola superior de agricultura luiz de queiroz usp,esalqusppirac,usp esalq
escola superior de agricultura luiz de queiroz usp,esalusp,usp esalq
escola superior de agricultura luiz de queiroz usp,esausp,usp esalq
escola superior de agricultura luiz de queiroz usp,usp,usp esalq
escola superior de agricultura luiz de queiroz usp,usp esalq,usp esalq
escola superior de agricultura luiz de queiroz usp piracicab,esalq,usp esalq
escola superior de agricultura luiz de queirozesalq,esalq,usp esalq
escola superior de agricultura luiz de queiroz,esalque,usp esalq
escola superior de agricultura luiz de queiroz,esalqusp,usp esalq
escola superior de agricultura luiz de queiroz,esaq,usp esalq
escola superior de agricultura luiz de queiroz,esaq usp,usp esalq
escola superior luiz de queiroz,esalqusp,usp esalq
escola superior de agrucultura luiz de queiroz usp,esalq usp,usp esalq
escola superior de ciencias sociais,cpdoc fgv,fgv rj
escola superior de ciencias sociais,fgv,fgv rj
escola superior de teologia est,est,est
escola superior de teologia est rio grande do sul,est,est
escola superior dse agricultura luiz de queiroz,esalq usp,usp esalq
escola superior luis de queiroz,esalq,usp esalq
escola superior luiz de queiroz,esalq,usp esalq
escola superior luiz de queiroz,esalq usp,usp esalq
escola paulista de medicina unifesp,epmunifesp,unifesp
escola superior de agricultura luiz de queroz,usp,usp esalq
escola superior de agricultura luiz de queroz usp,esalq,usp esalq
escola superior de agricultura luiz de quieroz,esalq,usp esalq
escola superior de agricultura luiz de quqiroz,esalq,usp esalq
escola superior de agricultura luiz queiroz,esalq usp,usp esalq
escola superior de agricultura luiz queiroz usp,esalqusp,usp esalq
escola superior de agriculturausp,esalq usp,usp esalq
escola superior de agronomia de paraguacu paulista,esapp,esapp
escola superior de agronomia luis de queiroz,esalq,usp esalq
escola superior de agronomia luis de queiroz,esalq usp,usp esalq
escola superior de agronomia luiz de queiroz,cena esalq usp,usp esalq
escola de enfermgem ribeirao preto usp,eerp usp,usp rp
escola de engenharia de sao carlos,eesc,usp sc
escola de engenharia de sao carlos,eesc usp,usp sc
escola de engenharia de sao carlos,eescar,usp sc
escola de engenharia de sao carlos,eescusp,usp sc
escola de engenharia de sao carlos,usp,usp sc
escola de engenharia de sao carlos,usp eesc,usp sc
escola de engenharia de sao carlos,usp sao carlos,usp sc
escola de engenharia de sao carlos,uspeesc,usp sc
escola de engenharia de sao carlos,uspsc,usp sc
escola de engenharia de sao carlos campus da usp,eescusp,usp sc
escola de enfermagemusp,eeusp,usp rp
escola de enfermamgem ribeirao preto usp,usp,usp rp
escola de engenharia de sao carlos,ees,usp sc
escola de eng de sao carlos,eesc usp,usp sc
escola de eng de sao carlos da universidade de sao paulo,eescusp,usp sc
escola de eng de sao carlos usp,usp,usp sc
escola de enge de sao carlos da universidade de sao paulo,eescusp,usp sc
escola de engenharia,ufrgs,ufrgs
escola de engenharia,usp sao carlos,usp sc
escola de engenharia de lorena,eelusp,usp eel
escola de engenharia de lorena eelusp,eel,usp eel
escola de engenharia de lorena universidade de sao paulo,eelusp,usp eel
escola de engenharia de lorena universidade de sao paulo,usp lorena,usp eel
escola de engenharia de sao carlos sp,usp,usp sc
escola de engenharia de sao carlosuniversidade de sao paulo,epusp,usp sc
escola de engenharia de sao carlosuniversidade de sao paulo,usp,usp sc
escola de engenharia de sao carlosusp,eesc,usp sc
escola de engenharia de sao carlos da univ de sao paulo,eesc usp,usp sc
escola de engenharia de sao carlos da univ de sao paulo,eescusp,usp sc
escola de engenharia de sao carlos da universidade de sao pa,usp,usp sc
escola de engenharia de sao carlos da usp,eesc,usp sc
escola de engenharia de sao carlos da usp,eesc usp,usp sc
escola de engenharia de sao carlos da usp,eescusp,usp sc
escola de engenharia de sao carlos eesc,eesc,usp sc
escola de engenharia de sao carlos eesc usp,eesc usp,usp sc
escola de engenharia de sao carlos eescusp,eescusp,usp sc
escola de engenharia de lorena usp,eel,usp eel
escola de engenharia de sao carlos univers de sao paulo,eescusp,usp sc
escola de engenharia de sao carlos universidade,eesc usp,usp sc
escola de engenharia de sao carlos universidade de sao pau,eesc usp,usp sc
escola de engenharia de sao carlos universidade de sao pau,eescusp,usp sc
escola de engenharia de sao carlos universidade de sao pau,usp,usp sc
escola de engenharia de sao carlos universidade de sao paul,eesc usp,usp sc
escola de engenharia de lorenausp,eelusp,usp eel
escola de engenharia de piracicaba,eep fumep,fumep
escola de engenharia de piracicaba,eepfumep,fumep
escola de engenharia de sao carlo,eesc,usp sc
escola de engenharia de sao carlo,eesc usp,usp sc
escola de enfermagem da usp ribeirao preto,usp ribeirao pr,usp rp
escola de enfermagem de ribeirao preto de sao paulo,usp,usp rp
escola de enfermagem de ribeirao preto univ de sao paulo,eerp usp,usp rp
escola de enfermagem de ribeirao preto univers de sao paul,eerpusp,usp rp
escola de enfermagem de ribeirao preto univers sao paulo,eerp usp,usp rp
escola de enfermagem de ribeirao preto usp,eerp,usp rp
escola de enfermagem de ribeirao preto usp,eerp usp,usp rp
escola de enfermagem de ribeirao preto usp,eerpusp,usp rp
escola de enfermagem de ribeirao preto usp,usp,usp rp
escola de enfermagem da usp,eeusp,usp
escola de enfermagem da usp,usp,usp
escola de enfermagem da usp de ribeirao preto,usp,usp rp
escola de enfermagem da usp ribeirao preto,usp,usp rp
escola de enfermagem de ribeirao preto da usp sp,eerp,usp rp
escola de enfermagem da usp sp,ee usp,usp
escola de enfermagem de rib preto universidade de sao paulo,eerp,usp rp
escola de enfermagem de rib preto usp,eerpusp,usp rp
escola de enfermagem de ribeira o preto,eerp,usp rp
escola de enfermagem de ribeirao de ribeirao pretousp,eerpusp,usp rp
escola de enfermagem de ribeirao preo usp,eerp usp,usp rp
escola de enfermagem de ribeirao preto,eerp,usp rp
escola de enfermagem de ribeirao preto,eerp usp,usp rp
escola de enfermagem de ribeirao preto,eerpusp,usp rp
escola de enfermagem de ribeirao preto,eerusp,usp rp
escola de enfermagem de ribeirao preto,efrp,usp rp
escola de enfermagem ribeirao preto usp,eerp usp,usp rp
escola de engenharia de lorena usp,eelusp,usp eel
escola de enfermagem de ribeirao preto usp,usp rp,usp rp
escola de enfermagem de ribeirao preto usp eerp usp,eerp usp,usp rp
escola de enfermagem de ribeirao preto usp sp,eerp,usp rp
escola de enfermagem de ribeirao pretouniv de sao paulo,eerpusp,usp rp
escola de enfermagem de ribeirao pretousp,eerp usp,usp rp
escola de enfermagem de ribeirao pretousp,eerpusp,usp rp
escola de enfermagem de ribeirao pretousp,usp rp,usp rp
escola de enfermagem de riberiao preto da usp,eerp usp,usp rp
escola de enfermagem de riebirao preto,eesp usp,usp rp
escola de enfermagem de sao paulo e ribeirao preto,usp,usp rp
escola de enfermagem de sao paulo usp,eespusp,usp rp
escola de engenharia de sao carlosuniversidade de sao paulo,eescusp,usp sc
escola de enfermagem universidade de sao paulo,eerpusp,usp rp
escola de enfermagem universidade de sao paulo,eeusp,usp
escola de enfermagem usp,ee usp,usp rp
escola de enfermagem usp,usp,usp rp
escola de enfermagem de ribeirao preto,ufc,usp rp
escola de enfermagem de ribeirao preto,usp,usp rp
escola de enfermagem de ribeirao preto da universidade de sa,eerp,usp rp
escola de enfermagem de ribeirao preto da usp,eerp,usp rp
escola de enfermagem de ribeirao preto da usp,eerp usp,usp rp
escola de enfermagem de ribeirao preto da usp,eerpusp,usp rp
escola de enfermagem de ribeirao preto da usp,usp rp,usp rp
escola paulista de medecina,epm,unifesp
escola nacional de saude publica fiocruz,fiocruz,fiocruz
escola nacional de saude publica fundacao oswaldo cruz,ensp,fiocruz
escola nacional de saude publica fundacao oswaldo cruz,ensp fiocr,fiocruz
escola nacional de saude publica fundacao oswaldo cruz,ensp fiocruz,fiocruz
escola nacional de saude publica fundacao oswaldo cruz,enspfiocruz,fiocruz
escola nacional de saude publica fundacao oswaldo cruz,fiocruz,fiocruz
escola nacional de saude publica fundacao oswaldo cruz,foc,fiocruz
escola nacional de saude publica sergio arouca,ensp,fiocruz
escola nacional de saude publica sergio arouca,enspsa,fiocruz
escola nacional de saude publicafiocruz,ensp,fiocruz
escola nacional de saude publicafiocruz,enspfiocruz,fiocruz
escola paulisa de medicina,unifesp,unifesp
escola nacional de saude publica fiocruz,ensprj,fiocruz
escola paulista de medicina,emp,unifesp
escola nacional de botanica tropical,enbt,jbrj
escola nacional de saude publica,ensp,fiocruz
escola nacional de saude publica,ensp fio cruz,fiocruz
escola nacional de saude publica,ensp fiocr,fiocruz
escola nacional de saude publica,ensp fiocruz,fiocruz
escola nacional de saude publica,enspfiocruz,fiocruz
escola nacional de saude publica,fiocruz,fiocruz cpqlmd
escola nacional de saude publica,fiocruzensp,fiocruz
